0,2,0,0
1,2,0,0
2,3,0,0
3,10,0,0
4,10,0,0
5,11,0,0
6,11,0,0
7,12,0,0
8,12,0,0
9,15,0,0
10,19,0,0
11,24,0,0
12,27,0,0
13,29,0,0
14,32,0,0
15,43,0,0
16,61,0,0
17,74,0,0
18,81,0,1
19,97,0,4
20,107,0,6
21,115,1,7
22,123,1,8
23,132,1,9
